ARAY,Accuray Incorporated,20150713,BRIEF-Raysearch says inks long-term sales agreement with Accuray ,* Says Accuray and Raysearch announce long-term collaboration agreement regarding the Raycare oncology information system,topStory
BABA,Alibaba Group Holding Limited,20150713,Alibaba's Ma-backed Hundsun defends role in stock market rout ,BEIJING  July 13 Hundsun Technologies Inc   the financial information technology company controlled by Alibaba Group Holding Ltd founder Jack Ma  on Monday rejected local media criticism that blamed its platform for China's stock market rout.,normal
AGN,Allergan plc,20150713,UPDATE 2-Anacor skin cream succeeds in studies  fuels takeover expectations ,* Shares rise 50 pct to record high   (Adds analyst  fund manager and executive comments; updates shares),normal
AZN,Astrazeneca PLC,20150713,AstraZeneca lung cancer drug approved as first-line treatment ,The U.S. Food and Drug Administration approved AstraZeneca Plc's drug  Iressa  as a first-line treatment for a common form of lung cancer.,topStory
AZN,Astrazeneca PLC,20150713,UPDATE 1-AstraZeneca lung cancer drug approved as first-line treatment ,July 13 The U.S. Food and Drug Administration approved AstraZeneca Plc's drug  Iressa  as a first-line treatment for a common form of lung cancer.,normal
AZN,Astrazeneca PLC,20150713,FDA approves AstraZeneca's lung cancer drug as first-line treatment ,July 13 The U.S. Food and Drug Administration has approved AstraZeneca Plc's drug  Iressa  as a first-line treatment for a common form of lung cancer.,normal
BCS,Barclays PLC,20150713,MOVES-Barclays' Ardalan goes to OakNorth ,LONDON  July 13 (IFR) - Cyrus Ardalan has been appointed chairman of UK banking start up OakNorth. He was previously vice chairman of public policy and government relations at Barclays.,topStory
BBL,BHP Billiton plc,20150713,RPT-Miners' focus shifts from investor returns to survival ,LONDON  July 10 Hit hard by the accelerated downturn in metal prices in recent months  global mining companies preparing to report results are likely to announce another round of austerity measures to cut costs and convince investors to remain committed to the sector.,topStory
BKH,Black Hills Corporation,20150713,Black Hills to acquire SourceGas for $1.9 billion ,July 12 Energy company Black Hills Corp  said on Sunday it signed a deal to buy natural gas utility company SourceGas Holdings LLC for about $1.9 billion.,topStory
BKHU,Black Hills Corporation,20150713,Black Hills to acquire SourceGas for $1.9 billion ,July 12 Energy company Black Hills Corp  said on Sunday it signed a deal to buy natural gas utility company SourceGas Holdings LLC for about $1.9 billion.,topStory
BLK,BlackRock Inc,20150713,BlackRock unconstrained bond fund posts $1.7 billion second-quarter inflow ,BlackRock Inc's  unconstrained bond fund  its $31 billion Strategic Income Opportunities Fund   posted second quarter inflows of $1.7 billion  more than half of the $3.1 billion the firm's U.S. mutual funds brought in for that period  Morningstar data showed on Monday.,topStory
BLK,BlackRock Inc,20150713,UPDATE 1-BlackRock unconstrained bond fund posts $1.7 bln Q2 inflow; category lags ,July 13 BlackRock Inc's unconstrained bond fund  its $31 billion Strategic Income Opportunities Fund   posted second quarter inflows of $1.7 billion  more than half of the $3.1 billion the firm's U.S. mutual funds brought in for that period  Morningstar data showed on Monday.,normal
BLK,BlackRock Inc,20150713,BlackRock unconstrained bond fund posts $1.7 bln Q2 inflow while category lags ,July 13 BlackRock's unconstrained bond fund  its $31 billion Strategic Income Opportunities Fund   posted inflows of $1.7 billion in the second quarter  more than half of the $3.1 billion the firm's U.S. mutual funds brought in for that period  Morningstar data showed on Monday.,normal
BLK,BlackRock Inc,20150713,BRIEF-BlackRock has 5 percent stake in Enel - filing ,* U.S.-based BlackRock held a 5.008 percent stake in Italian utility Enel Spa as of July 7   Further company coverage:    (Reporting by Milan Newsroom),normal
BWA,BorgWarner Inc,20150713,Auto parts maker BorgWarner to buy Remy International ,Auto parts maker BorgWarner Inc  agreed to buy Remy International Inc   a maker of electric and hybrid motors  for about $950 million to better compete in the fast-growing market for electric and hybrid vehicles.,topStory
BWA,BorgWarner Inc,20150713,UPDATE 1-Auto parts maker BorgWarner to buy Remy International ,July 13 Auto parts maker BorgWarner Inc  agreed to buy Remy International Inc  a maker of electric and hybrid motors  for about $950 million to better compete in the fast-growing market for electric and hybrid vehicles.,normal
BWA,BorgWarner Inc,20150713,Auto parts maker BorgWarner to buy Remy International ,July 13 Auto parts maker BorgWarner Inc  said it would buy Remy International Inc  a maker of electric and hybrid motors  for about $1.2 billion in cash  including debt.,normal
CHL,China Mobile (Hong Kong) Ltd,20150713,BRIEF-Alcatel-Lucent and China Mobile announce progress towards 5G network ,* Alcatel-Lucent and China Mobile Ltd conduct 'live' field trial of a virtualized radio access network,topStory
CCV,Comcast Corporation,20150713,Comcast to offer streaming services for $15 a month ,Cable company Comcast Corp said it is beta testing a new cable streaming service called Stream  which will broadcast live TV from HBO and about a dozen other networks for $15 per month.,topStory
CCV,Comcast Corporation,20150713,Comcast to offer streaming services for $15 a month ,July 12 Cable company Comcast Corp  said it is beta testing a new cable streaming service called Stream  which will broadcast live TV from HBO and about a dozen other networks for $15 per month.,normal
CVS,CVS Health Corporation,20150713,TREASURIES-Yields rise on Greek deal  corporate bond sale weighs ,(Adds details on CVS deal  updates prices)     * Greek deal reduces safe-haven bond buying     * Focus on Fed after hawkish Yellen speech     * Large CVS bond deal weighs on market      By Karen Brettell     NEW YORK  July 13 U.S. Treasury yields rose on Monday after Greek and euro zone leaders reached a deal that is likely to keep Greece in the single currency and as a large corporate bond deal weighed on the market.     Euro zone leaders made Greece surrender much of its soverei,topStory
DAL,Delta Air Lines Inc,20150713,Delta offers to invest in Japan's bankrupt Skymark Airlines: media ,Delta Air Lines Inc  has offered to invest in Japan's bankrupt Skymark Airlines Inc  as part of a restructuring plan for the budget carrier  according to a Japanese media report.,topStory
DAL,Delta Air Lines Inc,20150713,Delta offers to invest in Japan's bankrupt Skymark Airlines- media ,July 13 Delta Air Lines Inc has offered to invest in Japan's bankrupt Skymark Airlines Inc as part of a restructuring plan for the budget carrier  according to a Japanese media report.,normal
DLR,Digital Realty Trust Inc,20150713,UPDATE 1-Fitch retracts report on Digital Realty buying Telx ,July 13 Fitch Ratings on Monday retracted a rating report on Digital Realty Trust Inc that said the company had bought privately owned data center peer Telx Group Inc.,topStory
DLR,Digital Realty Trust Inc,20150713,Fitch retracts report on Digital Realty buying Telx ,July 13 Fitch Ratings on Monday retracted a rating report on Digital Realty Trust Inc that said the company had bought privately owned data center peer Telx Group Inc.,normal
EV,Eaton Vance Corporation,20150713,Puerto Rico investors seek answers in Monday's creditor meeting ,NEW YORK  July 13 Investors in Puerto Rico hope to get specific information about how the commonwealth plans to restructure debt when government officials meet with creditors on Monday  but there are fears that any bungled messaging could knock bond prices.,normal
F,Ford Motor Company,20150713,Healthcare packages likely to be revised in UAW  Detroit Three talks -WSJ ,July 13 Healthcare packages are likely to be revised and profit-sharing agreements could be altered in talks for new contracts scheduled to begin on Monday between the United Auto Workers (UAW) and The Big Three U.S. automakers  the Wall Street Journal reported citing people familiar with the negotiations.,normal
GM,General Motors Company,20150713,GM  UAW launch bargaining with show of harmony ,DETROIT General Motors Co and the United Auto Workers on Monday kicked off bargaining that will determine labor costs for the U.S. operations of the Detroit Three with a show of harmony that extended to the blue  open-collar shirts worn by officials on each side.,topStory
GM,General Motors Company,20150713,UPDATE 3-UAW  Detroit Three could revise healthcare packages in talks - WSJ ,July 13 Healthcare packages and profit-sharing agreements could be revised in talks for new contracts between the United Auto Workers (UAW) and the Big Three U.S. automakers  the Wall Street Journal reported  citing people familiar with the negotiations.,normal
GM,General Motors Company,20150713,GM  UAW launch bargaining with show of harmony ,DETROIT General Motors Co  and the United Auto Workers on Monday kicked off bargaining that will determine labor costs for the U.S. operations of the Detroit Three with a show of harmony that extended to the blue  open-collar shirts worn by officials on each side.,normal
GM,General Motors Company,20150713,UPDATE 2-GM  UAW launch bargaining with show of harmony ,* GM to build Chevrolet Sonic small car in Michigan -Barra   (Adds background on bargaining  PIX tag),normal
GM,General Motors Company,20150713,No plan to change small car production in U.S.: GM CEO ,DETROIT General Motors Co  Chief Executive Mary Barra said Monday the automaker has "no plans to change" its strategy of building the Chevrolet Sonic small car in the U.S.,normal
GM,General Motors Company,20150713,GM CEO: No plan to change small car production in U.S. ,DETROIT  July 13 General Motors Co Chief Executive Mary Barra said Monday the automaker has "no plans to change" its strategy of building the Chevrolet Sonic small car in the U.S.,normal
GM,General Motors Company,20150713,GM to recall 155 000 vehicles in India to fix wiring trouble ,NEW DELHI General Motors Co  will recall 155 000 vehicles in India  its largest such exercise to date in the country  in order to fix wiring problems linked to a remote keyless entry accessory.,normal
GM,General Motors Company,20150713,GM to recall 155 000 vehicles in India to fix wiring trouble ,NEW DELHI General Motors Co  will recall 155 000 vehicles in India  its largest such exercise to date in the country  in order to fix wiring problems linked to a remote keyless entry accessory.,normal
GM,General Motors Company,20150713,GM to recall 155 000 vehicles in India to fix wiring trouble ,NEW DELHI  July 13 General Motors Co will recall 155 000 vehicles in India  its largest such exercise to date in the country  in order to fix wiring problems linked to a remote keyless entry accessory.,normal
GSK,GlaxoSmithKline PLC,20150713,GSK first drugmaker to tie up with new Crick institute ,LONDON GlaxoSmithKline said on Tuesday it had forged a collaboration with the Francis Crick Institute  making it the first pharmaceutical company to link up with the new biomedical center based in London.,topStory
GSK,GlaxoSmithKline PLC,20150713,GSK first drugmaker to tie up with new Crick institute ,LONDON  July 14 GlaxoSmithKline said on Tuesday it had forged a collaboration with the Francis Crick Institute  making it the first pharmaceutical company to link up with the new biomedical centre based in London.,normal
HMC,Honda Motor Company Ltd,20150713,Japan automakers cling to Indonesia targets as sales speed downhill ,JAKARTA  July 14 Japanese automakers are sticking to their targets in Indonesia in defiance of the longest sales decline in six years  resorting to steep discounts to entice tight-spending consumers into showrooms that remain stubbornly empty.,topStory
JPM,J P Morgan Chase & Co,20150713,MOVES-JPMorgan  Templeton  Fitch and Bluebay ,July 13 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email moves@thomsonreuters.com.,topStory
JPM,J P Morgan Chase & Co,20150713,CVC sells 2.6 percent Evonik stake at 34.60 euros: bookrunner ,FRANKFURT Private Equity firm CVC Capital Partners [CVC.UL] is selling about 12 million shares in German chemicals group Evonik  for 34.60 euros to market  JP Morgan   which is running the sale  said on Monday.,normal
JPM,J P Morgan Chase & Co,20150713,MOVES-Matt Malloy quits JPMorgan - Bloomberg ,July 13 Matt Malloy  the head of JPMorgan Chase & Co's institutional solutions and advisory group has quit  Bloomberg reported on Monday  citing a person with knowledge of the matter.,normal
MPC,Marathon Petroleum Corporation,20150713,Marathon's MarkWest acquisition eyes natural gas liquids exports ,HOUSTON Marathon Petroleum Corp's $15.6 billion deal to swallow MarkWest Energy Partners LP is the biggest bet yet by a refiner on fast-growing natural gas logistics and exports  analysts said on Monday.,topStory
MPC,Marathon Petroleum Corporation,20150713,Marathon's MarkWest acquisition eyes natural gas liquids exports ,HOUSTON  July 13 Marathon Petroleum Corp's  $15.6 billion deal to swallow MarkWest Energy Partners LP is the biggest bet yet by a refiner on fast-growing natural gas logistics and exports  analysts said on Monday.,normal
MPC,Marathon Petroleum Corporation,20150713,Deals of the day- Mergers and acquisitions ,July 13 The following bids  mergers  acquisitions and disposals were reported by 2015 GMT on Monday:,normal
MPC,Marathon Petroleum Corporation,20150713,MPLX to buy MarkWest for $15.63 billion  creating fourth-largest MLP ,Marathon Petroleum Corp's  master limited partnership (MLP)  MPLX LP   will buy natural gas processor MarkWest Energy Partners LP  for about $15.63 billion  a deal that will create the fourth-largest MLP by market value.,normal
MPC,Marathon Petroleum Corporation,20150713,UPDATE 3-Marathon Petroleum to buy gas processor MarkWest for $15.6 bln ,* MPC shares up 7 pct  MPLX down 16 pct  MarkWest up 12 pct   (Adds background  analyst comment  share movement),normal
MPC,Marathon Petroleum Corporation,20150713,Marathon Petroleum's MLP to acquire MarkWest Energy for $15.63 bln ,July 13 Marathon Petroleum Corp's master limited partnership  MPLX LP  will acquire MarkWest Energy Partners LP for about $15.63 billion.,normal
MPLX,MPLX LP,20150713,Deals of the day- Mergers and acquisitions ,July 13 The following bids  mergers  acquisitions and disposals were reported by 2015 GMT on Monday:,topStory
MPLX,MPLX LP,20150713,MPLX to buy MarkWest for $15.63 billion  creating fourth-largest MLP ,Marathon Petroleum Corp's  master limited partnership (MLP)  MPLX LP   will buy natural gas processor MarkWest Energy Partners LP  for about $15.63 billion  a deal that will create the fourth-largest MLP by market value.,normal
MPLX,MPLX LP,20150713,UPDATE 3-Marathon Petroleum to buy gas processor MarkWest for $15.6 bln ,* MPC shares up 7 pct  MPLX down 16 pct  MarkWest up 12 pct   (Adds background  analyst comment  share movement),normal
MPLX,MPLX LP,20150713,Marathon Petroleum's MLP to acquire MarkWest Energy for $15.63 bln ,July 13 Marathon Petroleum Corp's master limited partnership  MPLX LP  will acquire MarkWest Energy Partners LP for about $15.63 billion.,normal
SID,National Steel Company,20150713,Brazil CSN says exploring asset sales  but not in advanced talks ,RIO DE JANEIRO  July 13 Brazilian steelmaker CSN  said on Monday it is exploring various options to reduce its debt level  including asset sales  but is not involved in talks over which it would be legally obliged to inform the market.,topStory
PAH,Platform Specialty Products Corporation,20150713,Banks push FTSE 100 higher as Greek debt deal done ,* Alent jumps on a bid from Platform Specialty   (Adds detail  comment  updates prices),topStory
PAH,Platform Specialty Products Corporation,20150713,U.S. chemicals maker Platform Specialty to buy Alent for $2.1 billion ,U.S. chemicals maker Platform Specialty Products Corp  said it would buy Britain's Alent Plc  for about 1.35 billion pounds ($2.09 billion) in cash to expand the range of chemicals it makes for the electronics and automotive sector.,normal
PAH,Platform Specialty Products Corporation,20150713,UPDATE 3-US chemicals maker Platform Specialty to buy Alent for $2.1 bln ,* Alent shares up 44 pct at record high  top FTSE midcap gainer   (Adds detail on Platorm  recasts lead  updates shares),normal
PAH,Platform Specialty Products Corporation,20150713,Banks push FTSE 100 higher as Greek debt deal done ,* Alent jumps on a bid from Platform Specialty   (Adds detail  company news  updates prices),normal
PAH,Platform Specialty Products Corporation,20150713,CORRECTED-UPDATE 2-US chemicals maker Platform Specialty to buy Alent for $2.1 bln ,July 13 U.S. chemicals maker Platform Specialty Products Corp said it would buy UK's Alent Plc  for about 1.35 billion pounds ($2.09 billion) in cash to expand its portfolio and save costs  sending shares of Alent to their highest on record.,normal
PAH,Platform Specialty Products Corporation,20150713,BRIEF-Alent shares open up 46 pct on Platform Specialty offer ,* Shares in Alent open up 46 percent on takeover offer from U.S. chemicals maker Platform Specialty  Source text for Eikon:  Further company coverage:    (Bengaluru Newsroom; +44 207 542 1810),normal
PAH,Platform Specialty Products Corporation,20150713,Chemicals maker Platform Specialty to buy Alent for $2.1 bln ,July 13 Chemicals maker Platform Specialty Products Corp said it would buy Alent Plc for about 1.35 billion pounds ($2.09 billion) in cash.,normal
PAH,Platform Specialty Products Corporation,20150713,BRIEF-Platform Specialty Products to buy UK's Alent ,* Under terms of transaction  each Alent shareholder will be entitled to receive: for each Alent share: 503 pence in cash,normal
POT,Potash Corporation of Saskatchewan Inc,20150713,CORRECTED-BRIEF-K+S CEO says Potash bid disregards interests of region ,July 13 K+S CEO Norbert Steiner says on Potash Corp offer for K+S during visit of prime minister of the German state of Lower Saxony  Stephan Weil:,topStory
RGA,Reinsurance Group of America Incorporated,20150713,AXA in $4.4 billion longevity swap deal with Reinsurance Group of America ,LONDON The AXA UK Group Pension Scheme said on Monday that it has agreed a 2.8 billion pound ($4.4 billion) longevity swap deal with Reinsurance Group of America.,topStory
RGA,Reinsurance Group of America Incorporated,20150713,AXA in 2.8 bln stg longevity swap deal with Reinsurance Group of America ,LONDON  July 13 The AXA UK Group Pension Scheme said on Monday that it has agreed a 2.8 billion pound ($4.4 billion) longevity swap deal with Reinsurance Group of America.,normal
RZA,Reinsurance Group of America Incorporated,20150713,AXA in $4.4 billion longevity swap deal with Reinsurance Group of America ,LONDON The AXA UK Group Pension Scheme said on Monday that it has agreed a 2.8 billion pound ($4.4 billion) longevity swap deal with Reinsurance Group of America.,topStory
RZA,Reinsurance Group of America Incorporated,20150713,AXA in 2.8 bln stg longevity swap deal with Reinsurance Group of America ,LONDON  July 13 The AXA UK Group Pension Scheme said on Monday that it has agreed a 2.8 billion pound ($4.4 billion) longevity swap deal with Reinsurance Group of America.,normal
RZB,Reinsurance Group of America Incorporated,20150713,AXA in $4.4 billion longevity swap deal with Reinsurance Group of America ,LONDON The AXA UK Group Pension Scheme said on Monday that it has agreed a 2.8 billion pound ($4.4 billion) longevity swap deal with Reinsurance Group of America.,topStory
RZB,Reinsurance Group of America Incorporated,20150713,AXA in 2.8 bln stg longevity swap deal with Reinsurance Group of America ,LONDON  July 13 The AXA UK Group Pension Scheme said on Monday that it has agreed a 2.8 billion pound ($4.4 billion) longevity swap deal with Reinsurance Group of America.,normal
RIO,Rio Tinto Plc,20150713,RPT-Miners' focus shifts from investor returns to survival ,LONDON  July 10 Hit hard by the accelerated downturn in metal prices in recent months  global mining companies preparing to report results are likely to announce another round of austerity measures to cut costs and convince investors to remain committed to the sector.,topStory
SNY,Sanofi,20150713,Judge throws out Amphastar whistleblower lawsuit against Sanofi ,A U.S. judge has dismissed an unusual whistleblower lawsuit by generic drugmaker Amphastar Pharmaceuticals Inc accusing rival Sanofi SA of deceiving the government in a patent application  and said he may impose sanctions on Amphastar's counsel.,topStory
SLB,Schlumberger NV,20150713,BRIEF-Subsea 7 and OneSubsea in global alliance ,* Subsea 7 announces global alliance with OneSubsea  a company owned by Cameron and Schlumberger,topStory
SNE,Sony Corp Ord,20150713,Sony prices new shares at three percent discount  CBs at 42 percent premium ,TOKYO Sony Corp  set a price of 3 420.5 yen per share for its first new-share offering in 26 years  a move aimed at beefing up its profitable image sensors business.,topStory
SNE,Sony Corp Ord,20150713,UPDATE 1-Sony prices new shares at 3 pct discount  CBs at 42 pct premium ,* Funds to help pay for sensor production expansion   (Adds convertible bonds pricing),normal
SNE,Sony Corp Ord,20150713,Sony prices new shares at 3 420.5 yen  3 pct discount ,TOKYO  July 13 Sony Corp set a price of 3 420.5 yen per share for its first new-share offering in 26 years  a move aimed at beefing up its image sensors business as it reinvents itself as a niche component maker.,normal
TSM,Taiwan Semiconductor Manufacturing Company Ltd,20150713,BRIEF-Taiwan's TSMC orders equipment from Applied Materials ,July 13 Taiwan Semiconductor Manufacturing Co Ltd,topStory
EMF,Templeton Emerging Markets Fund,20150713,Mobius to step down from Templeton's £1.9bln EM Investment Trust ,LONDON  July 13 Veteran investor Mark Mobius will step down from his role as lead portfolio manager of Templeton's 1.9 billion-pound emerging markets investment trust  though he continues to lead the broader emerging markets group  the company said on Monday.,topStory
BX,The Blackstone Group LP,20150713,MOVES-JPMorgan  Templeton  Fitch and Bluebay ,July 13 The following financial services industry appointments were announced on Monday. To inform us of other job changes  email moves@thomsonreuters.com.,topStory
TOT,Total SA,20150713,Total Port Arthur SRU operating normally after upset: sources ,HOUSTON A sulfur recovery unit was back to normal operations after tripping out of production on Saturday at Total SA's 225 500-barrel-per-day Port Arthur  Texas  refinery  sources familiar with plant operations said on Monday.,topStory
WMT,Wal-Mart Stores Inc,20150713,Wal-Mart takes on Amazon's 'Prime Day' with online sale ,Wal-Mart Stores Inc  will launch a three-month online sale on Wednesday to take on Amazon.com Inc's  "Prime Day"  a highly publicized shopping event for members of Amazon Prime shipping and digital content service the same day.,topStory
WMT,Wal-Mart Stores Inc,20150713,UPDATE 1-Wal-Mart takes on Amazon's "Prime Day" with online sale ,July 13 Wal-Mart Stores Inc will launch a three-month online sale on Wednesday to take on Amazon.com Inc's "Prime Day"  a highly publicized shopping event for members of Amazon Prime shipping and digital content service the same day.,normal
WMT,Wal-Mart Stores Inc,20150713,Wal-Mart takes on Amazon's "Prime Day" with online sale ,July 13 Wal-Mart Stores Inc is launching an online discount sale on Wednesday to counter Amazon.com Inc's  highly-publicized "Prime Day"  a shopping event for members of its Amazon Prime service on the same day.,normal
