ADTN,ADTRAN Inc,20180117,BRIEF-ADTRAN Q4 LOSS PER SHARE $0.23 ,* ADTRAN  INC. REPORTS EARNINGS FOR THE FOURTH QUARTER 2017 AND DECLARES QUARTERLY CASH DIVIDEND,topStory
AAPL,Apple Inc,20180117,Apple issues $2 500 bonuses to employees after new tax law - Bloomberg ,Jan 17 Apple Inc told its employees on Wednesday that the iPhone maker is issuing a bonus of $2 500 worth of restricted stock units following the new U.S. tax reform  Bloomberg reported  citing people familiar with the matter.,normal
AAPL,Apple Inc,20180117,BRIEF-Apple Anticipates Repatriation Tax Payments Of About $38 Bln ,* $350 BILLION CONTRIBUTION TO US ECONOMY OVER NEXT FIVE YEARS,normal
ARWR,Arrowhead Pharmaceuticals Inc,20180117,BRIEF-Arrowhead Pharma Announces Proposed Underwritten Offering Of Common Stock ,* ARROWHEAD PHARMACEUTICALS ANNOUNCES PROPOSED UNDERWRITTEN OFFERING OF COMMON STOCK Source text for Eikon: Further company coverage:,topStory
ASML,ASML Holding NV,20180117,REFILE-LIVE MARKETS-Nudging towards equities over bonds , (Clarifies time period of equity-to-bond shift in latest blog entry)     * European shares dip     * Earnings in focus: ASML  Casino  Pearson     * Informa agrees to buy UBM      Jan 17 Welcome to the home for real time coverage of European equity markets brought to you by Reuters stocks reporters and anchored today by Danilo Masoni. Reach him on Messenger to share your thoughts on market moves: danilo.masoni.thomsonreuters.com@reuters.net                  NUDGING TOWARDS EQUITIES O,topStory
ASML,ASML Holding NV,20180117,Chip tool maker ASML posts year-end surge  sees no let-up ,AMSTERDAM/FRANKFURT ASML   a leading supplier of equipment to the world's biggest chipmakers  reported fourth-quarter net profit that far exceeded expectations after some customers requested early delivery of products to satisfy booming demand.,normal
ASML,ASML Holding NV,20180117,UPDATE 2-Chip tool maker ASML posts year-end surge  sees no let-up ,* Net up 18 pct to 644 mln euros; analyst consensus was 454 mln,normal
ASML,ASML Holding NV,20180117,BRIEF-Asml CEO: Not Seeing Any Overbuild Of Capacity By Computer Chip Companies ,* ASML CFO: SEES REVENUES OF 2.2 BILLION EUROS FROM SALES OF NEWEST "EUV" SYSTEMS IN 2018  SKEWED TOWARD 2H OF YEAR,normal
ASML,ASML Holding NV,20180117,REFILE-LIVE MARKETS-What's worse than holding a Carillion share? , (Fixes garble in headline)     * European shares dip     * Earnings in focus: ASML  Casino  Pearson     * Informa agrees to buy UBM      Jan 17 Welcome to the home for real time coverage of European equity markets brought to you by Reuters stocks reporters and anchored today by Danilo Masoni. Reach him on Messenger to share your thoughts on market moves: danilo.masoni.thomsonreuters.com@reuters.net                  WHAT'S WORSE THAN OWNING A CARILLION SHARE? (1243 GMT)      Holding ,normal
ASML,ASML Holding NV,20180117,LIVE MARKETS-U.S. stocks  have you seen the red flag? (No  not that one) ,    * European shares dip     * Earnings in focus: ASML  Casino  Pearson     * Informa agrees to buy UBM      Jan 17 Welcome to the home for real time coverage of European equity markets brought to you by Reuters stocks reporters and anchored today by Danilo Masoni. Reach him on Messenger to share your thoughts on market moves: danilo.masoni.thomsonreuters.com@reuters.net                       U.S. EQUITIES  HAVE YOU SEEN THE RED FLAG? (NO  NOT THAT ONE) (1210 GMT)      There's a war,normal
ASML,ASML Holding NV,20180117,BRIEF-ASML Holding Q4 Gross Profit At EUR 1.16‍​ Billion  Beats Reuters Poll ,* Q4 CASH AT END OF QUARTER EUR ‍​3.29 BILLION VERSUS EUR 4.06 BILLION YEAR AGO,normal
ASML,ASML Holding NV,20180117,BRIEF-ASML Expects Q1 Gross Margin Between 47 And 48 Percent ,* REG-ASML EXCEEDS €9 BILLION NET SALES AND €2 BILLION NET INCOME IN 2017,normal
ASML,ASML Holding NV,20180117,Chip tool maker ASML Q4 beats expectations  sees strong 2018 ,AMSTERDAM  Jan 17 ASML  the Dutch supplier of equipment to key chip makers  reported a better-than-expected net profit for the fourth quarter as several customers asked for early delivery of products amid a booming semiconductor industry.,normal
ASML,ASML Holding NV,20180117,BRIEF-ASML Appoints Roger Dassen As New CFO ,* REG-ASML ANNOUNCES APPOINTMENT OF NEW CFO TO THE BOARD OF MANAGEMENT,normal
AVIR,Aviragen Therapeutics Inc,20180117,BRIEF-Aviragen Therapeutics Says Digirad & East Hill Indicated Intention To Nominate 11 Candidates To Co's Board ,* AVIRAGEN THERAPEUTICS - CONFIRMED IT RECEIVED NOTICE FROM DIGIRAD & EAST HILL MANAGEMENT INDICATING INTENTION TO NOMINATE 11 CANDIDATES TO CO'S BOARD Source text for Eikon: (http://bit.ly/2Df8Div) Further company coverage:,topStory
AZRX,AzurRx BioPharma Inc,20180117,BRIEF-AzurRx Biopharma receives $2 mln in proceeds from exercise of warrants ,* AZURRX BIOPHARMA RECEIVES $2 MILLION IN PROCEEDS FROM EXERCISE OF WARRANTS,topStory
BKMU,Bank Mutual Corporation,20180117,BRIEF-Bank Mutual Corp Q4 Earnings Per Share $0.04 ,* Q4 EARNINGS PER SHARE VIEW $0.11 -- THOMSON REUTERS I/B/E/S,topStory
BMLP,Bank Of Montreal,20180117,BRIEF-BMO Bank Of Montreal Increases CDN$ Prime Lending Rate To 3.45 Per Cent ,* BMO BANK OF MONTREAL INCREASES CDN$ PRIME LENDING RATE TO 3.45 PER CENT,topStory
TAPR,Barclays Inverse US Treasury Composite ETN,20180117,U.S. charges Barclays forex trader with fraud ,LONDON/NEW YORK The U.S. Department of Justice (DoJ) on Tuesday charged a Barclays foreign exchange trader based in New York over his alleged role in a scheme to defraud a client of the bank  the DoJ said.,topStory
TAPR,Barclays Inverse US Treasury Composite ETN,20180117,UPDATE 2-U.S. charges Barclays forex trader with fraud ,* Second former forex head to be charged in U.S. (Adds plea and bail from hearing  comment from Bogucki's lawyer),normal
TAPR,Barclays Inverse US Treasury Composite ETN,20180117,Barclays to cut up to 100 senior jobs at its investment bank: source ,LONDON Britain's Barclays  is axing up to 100 jobs at its investment bank  a source familiar with the matter said on Wednesday  following another set of disappointing results from the division in the third quarter.,normal
TAPR,Barclays Inverse US Treasury Composite ETN,20180117,UPDATE 1-Barclays to cut up to 100 senior jobs at its investment bank - source ,LONDON  Jan 17 Britain's Barclays is axing up to 100 jobs at its investment bank  a source familiar with the matter said on Wednesday  following another set of disappointing results from the division in the third quarter.,normal
TAPR,Barclays Inverse US Treasury Composite ETN,20180117,Barclays to cut 100 senior jobs at its investment bank - source ,LONDON  Jan 17 Britain's Barclays is to cut 100 senior roles from its investment banking division  a source familiar with the matter said on Wednesday.,normal
TAPR,Barclays Inverse US Treasury Composite ETN,20180117,MOVES-Barclays expands role of McLeland to run treasury ,LONDON  Jan 17 (IFR) - Barclays has expanded the responsibilities of Kathryn McLeland to running treasury and investor relations as part of an internal reorganisation  according to people familiar with the matter.,normal
TAPR,Barclays Inverse US Treasury Composite ETN,20180117,U.S. charges former Barclays forex trader with fraud ,LONDON  Jan 17 The U.S. Department of Justice (DoJ) has charged a former Barclays foreign exchange trader over his alleged role in a scheme to defraud a client of the bank  the DoJ said.,normal
DLBL,Barclays PLC,20180117,U.S. charges Barclays forex trader with fraud ,LONDON/NEW YORK The U.S. Department of Justice (DoJ) on Tuesday charged a Barclays foreign exchange trader based in New York over his alleged role in a scheme to defraud a client of the bank  the DoJ said.,topStory
DLBL,Barclays PLC,20180117,UPDATE 2-U.S. charges Barclays forex trader with fraud ,* Second former forex head to be charged in U.S. (Adds plea and bail from hearing  comment from Bogucki's lawyer),normal
DLBL,Barclays PLC,20180117,Barclays to cut up to 100 senior jobs at its investment bank: source ,LONDON Britain's Barclays  is axing up to 100 jobs at its investment bank  a source familiar with the matter said on Wednesday  following another set of disappointing results from the division in the third quarter.,normal
DLBL,Barclays PLC,20180117,UPDATE 1-Barclays to cut up to 100 senior jobs at its investment bank - source ,LONDON  Jan 17 Britain's Barclays is axing up to 100 jobs at its investment bank  a source familiar with the matter said on Wednesday  following another set of disappointing results from the division in the third quarter.,normal
DLBL,Barclays PLC,20180117,Barclays to cut 100 senior jobs at its investment bank - source ,LONDON  Jan 17 Britain's Barclays is to cut 100 senior roles from its investment banking division  a source familiar with the matter said on Wednesday.,normal
DLBL,Barclays PLC,20180117,MOVES-Barclays expands role of McLeland to run treasury ,LONDON  Jan 17 (IFR) - Barclays has expanded the responsibilities of Kathryn McLeland to running treasury and investor relations as part of an internal reorganisation  according to people familiar with the matter.,normal
DLBL,Barclays PLC,20180117,U.S. charges former Barclays forex trader with fraud ,LONDON  Jan 17 The U.S. Department of Justice (DoJ) has charged a former Barclays foreign exchange trader over his alleged role in a scheme to defraud a client of the bank  the DoJ said.,normal
DTYL,Barclays PLC,20180117,U.S. charges Barclays forex trader with fraud ,LONDON/NEW YORK The U.S. Department of Justice (DoJ) on Tuesday charged a Barclays foreign exchange trader based in New York over his alleged role in a scheme to defraud a client of the bank  the DoJ said.,topStory
DTYL,Barclays PLC,20180117,UPDATE 2-U.S. charges Barclays forex trader with fraud ,* Second former forex head to be charged in U.S. (Adds plea and bail from hearing  comment from Bogucki's lawyer),normal
DTYL,Barclays PLC,20180117,Barclays to cut up to 100 senior jobs at its investment bank: source ,LONDON Britain's Barclays  is axing up to 100 jobs at its investment bank  a source familiar with the matter said on Wednesday  following another set of disappointing results from the division in the third quarter.,normal
DTYL,Barclays PLC,20180117,UPDATE 1-Barclays to cut up to 100 senior jobs at its investment bank - source ,LONDON  Jan 17 Britain's Barclays is axing up to 100 jobs at its investment bank  a source familiar with the matter said on Wednesday  following another set of disappointing results from the division in the third quarter.,normal
DTYL,Barclays PLC,20180117,Barclays to cut 100 senior jobs at its investment bank - source ,LONDON  Jan 17 Britain's Barclays is to cut 100 senior roles from its investment banking division  a source familiar with the matter said on Wednesday.,normal
DTYL,Barclays PLC,20180117,MOVES-Barclays expands role of McLeland to run treasury ,LONDON  Jan 17 (IFR) - Barclays has expanded the responsibilities of Kathryn McLeland to running treasury and investor relations as part of an internal reorganisation  according to people familiar with the matter.,normal
DTYL,Barclays PLC,20180117,U.S. charges former Barclays forex trader with fraud ,LONDON  Jan 17 The U.S. Department of Justice (DoJ) has charged a former Barclays foreign exchange trader over his alleged role in a scheme to defraud a client of the bank  the DoJ said.,normal
BELFA,Bel Fuse Inc,20180117,BRIEF-Bel Sees FY 2017 Sales Of $492 Million ,* BEL FUSE - IMPACT OF NEW TAX LAW TO RESULT IN INCREMENTAL TAX PROVISION OF ABOUT $20 MILLION  MOSTLY ATTRIBUTABLE TO DEEMED REPATRIATION OF FOREIGN INCOME,topStory
BELFB,Bel Fuse Inc,20180117,BRIEF-Bel Sees FY 2017 Sales Of $492 Million ,* BEL FUSE - IMPACT OF NEW TAX LAW TO RESULT IN INCREMENTAL TAX PROVISION OF ABOUT $20 MILLION  MOSTLY ATTRIBUTABLE TO DEEMED REPATRIATION OF FOREIGN INCOME,topStory
BLRX,BioLineRx Ltd,20180117,BRIEF-Biolinerx Announces Partial Monotherapy Results From Phase 2A Combat Study In Pancreatic Cancer ,* BIOLINERX ANNOUNCES PARTIAL MONOTHERAPY RESULTS FROM PHASE 2A COMBAT STUDY IN PANCREATIC CANCER,topStory
BPFH,Boston Private Financial Holdings Inc,20180117,BRIEF-Boston Private Financial Q4 Loss Per Share $0.24 ,* BOSTON PRIVATE FINANCIAL HOLDINGS  INC. REPORTS FOURTH QUARTER AND FULL YEAR 2017 RESULTS; RAISES DIVIDEND TO $0.12 PER SHARE,topStory
BPFHP,Boston Private Financial Holdings Inc,20180117,BRIEF-Boston Private Financial Q4 Loss Per Share $0.24 ,* BOSTON PRIVATE FINANCIAL HOLDINGS  INC. REPORTS FOURTH QUARTER AND FULL YEAR 2017 RESULTS; RAISES DIVIDEND TO $0.12 PER SHARE,topStory
AVGO,Broadcom Limited,20180117,UPDATE 3-FTC investigating Broadcom for antitrust practices ,Jan 17 The Federal Trade Commission (FTC) is investigating whether chipmaker Broadcom Ltd engaged in anticompetitive tactics in negotiations with customers  the company said on Wednesday.,topStory
AVGO,Broadcom Limited,20180117,BRIEF-Broadcom Says FTC Review Immaterial To Business  No Impact On Qualcomm Proposal ,* BROADCOM LTD SAYS "FTC REVIEW IS IMMATERIAL TO OUR BUSINESS  DOES NOT RELATE TO WIRELESS AND HAS NO IMPACT ON OUR PROPOSAL TO ACQUIRE QUALCOMM" Further company coverage:,normal
AVGO,Broadcom Limited,20180117,BRIEF-Broadcom Is Under Investigation By The FTC For Their Customer Practices- Source‍​ ,* ‍BROADCOM IS UNDER INVESTIGATION BY THE FTC FOR THEIR CUSTOMER PRACTICES- SOURCE‍​,normal
AVGO,Broadcom Limited,20180117,FTC probing Broadcom for antitrust practices - WSJ ,Jan 17 The Federal Trade Commission (FTC) is investigating whether chipmaker Broadcom Ltd engaged in anticompetitive tactics in negotiations with customers  the Wall Street Journal reported  citing people familiar with the matter.,normal
CSTE,Caesarstone Ltd,20180117,BRIEF-Caesarstone Says Receives Award In Amount Of $68.3 Mln Relating To April 2012 Claim ,* CAESARSTONE SAYS RECEIVED AWARD IN ARBITRATION PROCEEDINGS RELATING TO CLAIM FILED AGAINST THE CO IN APRIL 2012 BY KFAR GILADI & MICROGIL‍​ - SEC FILING,topStory
CPST,Capstone Turbine Corporation,20180117,BRIEF-Capstone Turbine Says Continues To Expand CHP Business With 1MW Order For A Connecticut University​ ,* CAPSTONE TURBINE CORP - CONTINUES TO EXPAND CHP BUSINESS WITH 1MW ORDER FOR A CONNECTICUT UNIVERSITY​,topStory
CIDM,Cinedigm Corp,20180117,BRIEF-Cinedigm & Insurrection Entertainment Announce New North American Distribution Partnership ,* CINEDIGM AND INSURRECTION ENTERTAINMENT ANNOUNCE A NEW NORTH AMERICAN DISTRIBUTION PARTNERSHIP,topStory
CIGI,Colliers International Group Inc ,20180117,BRIEF-Firstservice Raises Credit Facility To $250 Million ,* FIRSTSERVICE CORP - BORROWING CAPACITY HAS BEEN INCREASED TO US$250 MILLION  UP FROM US$200 MILLION,topStory
CTBI,Community Trust Bancorp Inc,20180117,BRIEF-Community Trust Bancorp  Inc. Qtrly EPS $0.84 ,* COMMUNITY TRUST BANCORP  INC. REPORTS RECORD EARNINGS FOR THE FOURTH QUARTER AND YEAR 2017,topStory
CMTL,Comtech Telecommunications Corp,20180117,BRIEF-Comtech Telecommunications Receives $19.1 Mln Follow-On Contract To Support U.S. Navy ,* COMTECH TELECOMMUNICATIONS CORP. RECEIVES $19.1 MILLION FOLLOW-ON CONTRACT TO SUPPORT U.S. NAVY’S ADVANCED TIME DIVISION MULTIPLE ACCESS INTERFACE PROCESSOR TERMINALS,topStory
CORT,Corcept Therapeutics Incorporated,20180117,BRIEF-Corcept Therapeutics  Dohmen Entered Into Settlement Agreement And Mutual Release Of Any And All Claims That May Have Existed Between Parties ,* CORCEPT THERAPEUTICS - CO  DOHMEN ENTERED INTO SETTLEMENT AGREEMENT AND MUTUAL RELEASE OF ANY AND ALL CLAIMS THAT MAY HAVE EXISTED BETWEEN PARTIES,topStory
CSOD,Cornerstone OnDemand Inc,20180117,BRIEF-Cornerstone Ondemand Announces Corporate Governance Changes ,* CORNERSTONE ONDEMAND ANNOUNCES CORPORATE GOVERNANCE CHANGES,topStory
CSX,CSX Corporation,20180117,CSX revenue misses estimates on disruptions from turnaround plan ,CSX Corp  reported a bigger-than-expected drop in fourth-quarter revenue on Tuesday as the third-largest U.S. railroad lost some business due to service issues caused by former chief executive Hunter Harrison's turnaround plan.,topStory
XRAY,DENTSPLY SIRONA Inc,20180117,BRIEF-Dentsply Sirona Says ‍CEO Appointment Donald Casey Jr. Will Be Paid An Annual Base Salary Of $925 000​ ,* DENTSPLY SIRONA SAYS ‍CEO APPOINTMENT DONALD M. CASEY JR. WILL BE PAID AN ANNUAL BASE SALARY OF $925 000​ - SEC FILING Source text: (http://bit.ly/2mHy2KG) Further company coverage:,topStory
XRAY,DENTSPLY SIRONA Inc,20180117,BRIEF-Dentsply Sirona Announces The Addition Of New Board Members ,* DENTSPLY SIRONA ANNOUNCES THE ADDITION OF NEW BOARD MEMBERS,normal
XRAY,DENTSPLY SIRONA Inc,20180117,BRIEF-Donald M. Casey Jr. Appointed CEO Of Dentsply Sirona Inc ,* DONALD M. CASEY JR. APPOINTED CHIEF EXECUTIVE OFFICER OF DENTSPLY SIRONA INC.,normal
ESIO,Electro Scientific Industries Inc,20180117,BRIEF-ESI Sees Q3 Revenue $106 Million To $111 Million ,* ESI REPORTS STRONG PRELIMINARY THIRD QUARTER 2018 FINANCIAL RESULTS,topStory
ERIE,Erie Indemnity Company,20180117,BRIEF-Erie Indemnity Says Tax Expense Of About $9 Mln Net Impact To Q4 2017 Earnings ,* ERIE INDEMNITY - NET IMPACT TO Q4 2017 EARNINGS IS AN ADDITIONAL TAX EXPENSE OF ABOUT $9 MILLION OR $0.17/SHARE  WITH REGARD TO TAX CUTS AND JOBS ACT Source text: (http://bit.ly/2FQM4Ti) Further company coverage:,topStory
FB,Facebook Inc,20180117,BRIEF-Facebook CEO Mark Zuckerberg says optimistic DACA "will get solved"‍​ ,* CEO MARK ZUCKERBERG SAYS OPTIMISTIC DACA "WILL GET SOLVED"‍​,topStory
FAST,Fastenal Company,20180117,BRIEF-Fastenal Reports ‍Q4 shr of $0.53 ,* Q4 EARNINGS PER SHARE VIEW $0.45 -- THOMSON REUTERS I/B/E/S,topStory
FNLC,First Bancorp Inc (ME),20180117,BRIEF-The First Bancorp Qtrly Earnings Per Share $0.47 ,* FIRST BANCORP INC - QTRLY NET INTEREST INCOME $12.2 MILLION VERSUS $10.7 MILLION,topStory
FCCO,First Community Corporation,20180117,BRIEF-First Community Corp Q4 Earnings Per Share $0.07 ,* Q4 EARNINGS PER SHARE VIEW $0.24 -- THOMSON REUTERS I/B/E/S,topStory
FTR,Frontier Communications Corporation,20180117,BRIEF-Frontier Communications Launches Amendments To Credit Agreements With JPMorgan Chase‍​ ,* FRONTIER COMMUNICATIONS CORP - ON JAN 17  CO LAUNCHED AMENDMENTS TO CREDIT AGREEMENTS WITH JPMORGAN CHASE BANK N.A.  AND COBANK ACB‍​,topStory
FTRPR,Frontier Communications Corporation,20180117,BRIEF-Frontier Communications Launches Amendments To Credit Agreements With JPMorgan Chase‍​ ,* FRONTIER COMMUNICATIONS CORP - ON JAN 17  CO LAUNCHED AMENDMENTS TO CREDIT AGREEMENTS WITH JPMORGAN CHASE BANK N.A.  AND COBANK ACB‍​,topStory
GNCA,Genocea Biosciences Inc,20180117,BRIEF-Genocea Biosciences  Inc. Announces Pricing Of $55 Mln Concurrent Public Offerings ,* GENOCEA BIOSCIENCES  INC. ANNOUNCES PRICING OF $55 MILLION CONCURRENT PUBLIC OFFERINGS,topStory
GILD,Gilead Sciences Inc,20180117,Florida man gets prison for trading on tip about Gilead deal ,A Florida man was sentenced on Wednesday to one year in prison for engaging in insider trading based on a tip he received from an ex-Morgan Stanley broker about Gilead Sciences Inc's planned $11.2 billion purchase of Pharmasset Inc in 2011  prosecutors said.,topStory
GILD,Gilead Sciences Inc,20180117,Florida man gets prison for trading on tip about Gilead deal ,Jan 17 A Florida man was sentenced on Wednesday to one year in prison for engaging in insider trading based on a tip he received from an ex-Morgan Stanley broker about Gilead Sciences Inc's planned $11.2 billion purchase of Pharmasset Inc in 2011  prosecutors said.,normal
GLBS,Globus Maritime Limited,20180117,BRIEF-Globus Maritime Files For Stock Shelf Of Up To $50 Mln - SEC Filing ,* - IN ADDITION  SELLING SHAREHOLDER MAY SELL IN ONE OR MORE OFFERINGS UP TO 15 MILLION OF CO'S COMMON SHARES Source text: (http://bit.ly/2DocAWc) Further company coverage:,topStory
GSVC,GSV Capital Corp,20180117,BRIEF-GSV Capital Announces Expiration Of Tender Offer For Outstanding Notes ,* GSV CAPITAL CORP. ANNOUNCES EXPIRATION AND FINAL RESULTS OF TENDER OFFER FOR ITS OUTSTANDING 5.25% CONVERTIBLE SENIOR NOTES DUE 2018 Source text for Eikon: Further company coverage:,topStory
HBHC,Hancock Holding Company,20180117,BRIEF-Hancock Q4 Earnings Per Share $0.64 ,* Q4 EARNINGS PER SHARE VIEW $0.83 -- THOMSON REUTERS I/B/E/S,topStory
HBHCL,Hancock Holding Company,20180117,BRIEF-Hancock Q4 Earnings Per Share $0.64 ,* Q4 EARNINGS PER SHARE VIEW $0.83 -- THOMSON REUTERS I/B/E/S,topStory
HMST,HomeStreet Inc,20180117,BRIEF-Roaring Blue Lion Capital To Continue Discussing Ideas For Changes To HomeStreet Inc's Board ,* ROARING BLUE LION CAPITAL MANAGEMENT SAYS WILL CONTINUE TO DISCUSS IDEAS THAT MAY RESULT IN CHANGES TO HOMESTREET'S BOARD  AMONG OTHERS,topStory
IEP,Icahn Enterprises LP,20180117,UPDATE 2-SandRidge meets with investor Icahn to quell rising tensions ,HOUSTON  Jan 17 SandRidge Energy Inc met with activist investor Carl Icahn on Wednesday over his demands for a board shake-up and other governance changes  part of a bid by the U.S. shale oil producer to quell tensions with its largest shareholder and most outspoken critic.,topStory
INTC,Intel Corporation,20180117,U.S. lawmaker asks Intel  others for briefing on chip flaws ,WASHINGTON A Democratic U.S. lawmaker asked Intel Corp and two other microchip makers on Tuesday to provide a briefing on the recently detected Spectre and Meltdown security flaws that could allow hackers to steal information from most computers and devices.,topStory
INTC,Intel Corporation,20180117,UPDATE 1-U.S. lawmaker asks Intel  others for briefing on chip flaws ,WASHINGTON  Jan 16 A Democratic U.S. lawmaker asked Intel Corp and two other microchip makers on Tuesday to provide a briefing on the recently detected Spectre and Meltdown security flaws that could allow hackers to steal information from most computers and devices.,normal
INTC,Intel Corporation,20180117,Oracle issues security patches for chip flaws ,Oracle Corp said on Tuesday it issued a critical patch that provides fixes for certain of its products for Intel Corp chip flaws.,normal
INTC,Intel Corporation,20180117,Oracle issues security patches for chip flaws ,Jan 16 Oracle Corp said on Tuesday it issued a critical patch that provides fixes for certain of its products for Intel Corp chip flaws.,normal
DTYS,iPath US Treasury 10-year Bear ETN,20180117,U.S. charges Barclays forex trader with fraud ,LONDON/NEW YORK The U.S. Department of Justice (DoJ) on Tuesday charged a Barclays foreign exchange trader based in New York over his alleged role in a scheme to defraud a client of the bank  the DoJ said.,topStory
DTYS,iPath US Treasury 10-year Bear ETN,20180117,UPDATE 2-U.S. charges Barclays forex trader with fraud ,* Second former forex head to be charged in U.S. (Adds plea and bail from hearing  comment from Bogucki's lawyer),normal
DTYS,iPath US Treasury 10-year Bear ETN,20180117,Barclays to cut up to 100 senior jobs at its investment bank: source ,LONDON Britain's Barclays  is axing up to 100 jobs at its investment bank  a source familiar with the matter said on Wednesday  following another set of disappointing results from the division in the third quarter.,normal
DTYS,iPath US Treasury 10-year Bear ETN,20180117,UPDATE 1-Barclays to cut up to 100 senior jobs at its investment bank - source ,LONDON  Jan 17 Britain's Barclays is axing up to 100 jobs at its investment bank  a source familiar with the matter said on Wednesday  following another set of disappointing results from the division in the third quarter.,normal
DTYS,iPath US Treasury 10-year Bear ETN,20180117,Barclays to cut 100 senior jobs at its investment bank - source ,LONDON  Jan 17 Britain's Barclays is to cut 100 senior roles from its investment banking division  a source familiar with the matter said on Wednesday.,normal
DTYS,iPath US Treasury 10-year Bear ETN,20180117,MOVES-Barclays expands role of McLeland to run treasury ,LONDON  Jan 17 (IFR) - Barclays has expanded the responsibilities of Kathryn McLeland to running treasury and investor relations as part of an internal reorganisation  according to people familiar with the matter.,normal
DTYS,iPath US Treasury 10-year Bear ETN,20180117,U.S. charges former Barclays forex trader with fraud ,LONDON  Jan 17 The U.S. Department of Justice (DoJ) has charged a former Barclays foreign exchange trader over his alleged role in a scheme to defraud a client of the bank  the DoJ said.,normal
DTUS,iPath US Treasury 2-year Bear ETN,20180117,U.S. charges Barclays forex trader with fraud ,LONDON/NEW YORK The U.S. Department of Justice (DoJ) on Tuesday charged a Barclays foreign exchange trader based in New York over his alleged role in a scheme to defraud a client of the bank  the DoJ said.,topStory
DTUS,iPath US Treasury 2-year Bear ETN,20180117,UPDATE 2-U.S. charges Barclays forex trader with fraud ,* Second former forex head to be charged in U.S. (Adds plea and bail from hearing  comment from Bogucki's lawyer),normal
DTUS,iPath US Treasury 2-year Bear ETN,20180117,Barclays to cut up to 100 senior jobs at its investment bank: source ,LONDON Britain's Barclays  is axing up to 100 jobs at its investment bank  a source familiar with the matter said on Wednesday  following another set of disappointing results from the division in the third quarter.,normal
DTUS,iPath US Treasury 2-year Bear ETN,20180117,UPDATE 1-Barclays to cut up to 100 senior jobs at its investment bank - source ,LONDON  Jan 17 Britain's Barclays is axing up to 100 jobs at its investment bank  a source familiar with the matter said on Wednesday  following another set of disappointing results from the division in the third quarter.,normal
